Made,Body,Year,Fuel_Type,Transmission,Condition,Price,Cylinder_Numbers,Engine_Size,Estimated_Mileage,Warranty,peakrpm,Owners
Chevrolet,Hatchback,2014,Petrol,Manual,Good,12639.72115,3,2.332937294,28087.02382,13,4126,2
Ford,SUV,2022,Electric,Manual,Excellent,32001.59394,4,2.67088311,9174.526432,14,6390,1
Nissan,SUV,2016,Petrol,Manual,Good,10781.5737,3,2.06967413,32410.29219,27,4608,2
Chevrolet,Hatchback,2014,Petrol,Manual,Fair,12908.45767,3,2.151701504,28125.87834,28,6519,3
Chevrolet,Hatchback,2019,Petrol,Automatic,Fair,18121.34403,2,2.076463987,19460.6741,27,6248,3
Toyota,Truck,2017,Hybrid,Automatic,Excellent,28010.86944,5,2.749185054,6824.196433,13,5338,1
Nissan,SUV,2017,Petrol,Manual,Good,11066.95842,3,2.103469247,30112.99741,19,4184,2
Chevrolet,Hatchback,2010,Petrol,Automatic,Good,16694.0379,6,2.274151145,20521.20353,28,4535,2
Nissan,SUV,2003,Electric,Manual,Good,10744.3539,3,1.789422515,27643.74895,15,6125,4
Ford,SUV,2015,Electric,Manual,Good,29541.05041,5,2.51567833,12566.51058,22,5358,1
Honda,SUV,2003,Petrol,Manual,Fair,7086.475562,3,2.09071984,41333.91787,8,4620,3
Chevrolet,Hatchback,2017,Hybrid,Automatic,Good,21579.58267,6,2.518755949,14278.72359,8,5490,4
Toyota,Saloon,2004,Hybrid,Automatic,Good,23772.25124,4,2.490507701,13017.87156,8,5029,2
Ford,SUV,2018,Hybrid,Automatic,Excellent,26741.31002,2,2.521508453,8101.82068,9,4585,2
Nissan,SUV,2014,Electric,Automatic,Good,13149.6668,4,2.077868094,29695.11222,14,4334,2
Ford,Hatchback,2007,Petrol,Automatic,Fair,19680.33978,4,2.255658043,17993.45256,22,5343,1
Chevrolet,Hatchback,2019,Electric,Manual,Good,19266.09964,6,2.443860794,19112.57728,19,5172,4
Nissan,SUV,2002,Petrol,Manual,Fair,8027.453671,3,2.416876694,37085.94989,32,4578,3
Honda,SUV,2008,Petrol,Manual,Good,7454.708958,2,2.675323029,35749.89844,7,5503,2
Ford,Hatchback,2011,Hybrid,Automatic,Good,16092.61772,4,2.611651292,22122.10452,17,4525,2
Chevrolet,Hatchback,2018,Electric,Automatic,Fair,16296.20734,4,2.555333994,24619.76128,10,4583,3
Toyota,Truck,2014,Hybrid,Manual,Excellent,37534.72063,5,3.246968142,4014.900264,32,5103,1
Nissan,SUV,2008,Petrol,Manual,Good,8958.105148,2,2.238119704,33500.4247,27,5862,2
Ford,SUV,2006,Hybrid,Manual,Good,23755.89761,5,2.598436799,11930.99471,30,4941,1
Ford,Hatchback,2010,Electric,Manual,Good,28985.85806,2,2.479963033,11162.71649,7,4620,2
Honda,SUV,2008,Petrol,Manual,Fair,6061.371791,2,1.965105394,38890.89404,15,6242,3
Honda,SUV,2000,Petrol,Manual,Fair,4167.663126,3,2.014794991,47214.50095,17,5504,2
Toyota,Hatchback,2010,Hybrid,Manual,Good,20648.77473,3,2.299617705,17328.21638,14,5550,3
Toyota,Saloon,2018,Electric,Automatic,Excellent,32590.57835,5,2.41447486,9900.660199,28,6197,1
Chevrolet,Hatchback,2010,Hybrid,Manual,Good,22414.38265,5,2.412526152,13386.91941,14,6160,3
Chevrolet,Hatchback,2012,Petrol,Manual,Good,11978.47193,3,2.089610283,30276.35044,25,5972,4
Toyota,Hatchback,2009,Hybrid,Manual,Good,21252.54055,6,2.062498113,15014.13373,28,6042,1
Toyota,Truck,2013,Hybrid,Automatic,Good,22638.42867,6,2.872814476,16123.9947,6,5097,1
Nissan,SUV,2006,Petrol,Manual,Fair,9128.914736,3,1.810929868,34730.12745,29,4842,2
Honda,SUV,2008,Petrol,Manual,Fair,5271.096439,3,2.110637233,41175.14389,12,4652,2
Chevrolet,Hatchback,2015,Electric,Automatic,Good,18317.73592,5,2.397737925,23668.94026,28,5333,3
Honda,SUV,2008,Petrol,Manual,Fair,5626.995131,3,1.639460047,46199.50185,23,6410,4
Honda,SUV,2006,Petrol,Manual,Good,5771.464552,3,2.085629422,42512.19925,15,5411,4
Toyota,Hatchback,2009,Hybrid,Automatic,Fair,20336.1164,2,2.491647382,14248.46119,20,5251,2
Nissan,SUV,2009,Electric,Manual,Good,10875.63709,2,2.098992209,35202.30428,14,4704,3
Ford,SUV,2005,Petrol,Automatic,Good,18451.30683,5,2.298526492,17581.91233,16,6009,3
Nissan,SUV,2011,Petrol,Manual,Fair,10272.61252,3,1.925767616,31917.22874,29,5359,3
Nissan,SUV,2010,Petrol,Manual,Fair,11204.95681,3,2.961795308,34187.639,6,6350,2
Honda,SUV,2005,Petrol,Manual,Fair,8190.93257,3,2.036648332,36667.63813,16,5670,2
Nissan,SUV,2009,Petrol,Manual,Good,10450.73257,2,2.260256386,30739.80139,6,6596,4
Chevrolet,Hatchback,2015,Electric,Manual,Fair,18678.61153,2,2.215460827,17434.96238,16,5075,3
Honda,SUV,2007,Petrol,Manual,Good,4509.651076,3,1.643953949,50011.19801,10,4919,3
Chevrolet,Hatchback,2010,Hybrid,Manual,Good,22418.19739,6,2.40648036,15517.34856,23,4968,1
Ford,SUV,2016,Hybrid,Manual,Excellent,24571.80751,4,2.27354447,12102.89573,6,4891,2
Honda,SUV,2008,Petrol,Manual,Fair,6509.351169,3,2.265919192,41442.02826,15,5901,3
Ford,Hatchback,2011,Hybrid,Manual,Excellent,25581.69505,6,2.426655147,10559.6826,33,5261,1
Honda,SUV,2002,Petrol,Manual,Good,6314.249368,2,2.037082111,42379.43011,18,4205,4
Toyota,Hatchback,2010,Hybrid,Automatic,Excellent,26039.51172,5,1.907823832,13797.67426,32,6574,2
Nissan,SUV,2008,Petrol,Manual,Fair,9153.145538,3,2.258696046,31011.586,13,6579,3
Toyota,Saloon,2022,Hybrid,Manual,Good,29634.95962,3,2.889158707,5364.364299,33,5950,1
Ford,Hatchback,2012,Electric,Automatic,Good,17998.85681,2,2.281709581,17202.29383,18,4397,2
Nissan,SUV,2002,Petrol,Manual,Fair,7417.514287,2,2.322790315,38938.30059,25,6596,4
Honda,SUV,2004,Petrol,Manual,Fair,5352.872164,2,2.229371817,42580.07346,7,5722,3
Nissan,SUV,2011,Electric,Manual,Good,11573.06758,3,2.398729843,28392.61147,16,5789,3
Chevrolet,Hatchback,2016,Electric,Automatic,Good,19335.80235,2,2.350451752,19339.48982,26,5657,1
Nissan,SUV,2004,Petrol,Manual,Good,8748.038434,2,1.895925625,34318.59295,17,6569,2
Chevrolet,Saloon,2005,Hybrid,Manual,Good,15598.20396,6,1.754174146,23186.58951,32,6423,3
Nissan,SUV,2011,Petrol,Manual,Fair,9580.868558,3,1.966212256,33471.37865,14,6314,2
Chevrolet,Hatchback,2015,Hybrid,Automatic,Good,19200.8135,3,2.383145672,16744.87638,18,5853,2
Ford,Hatchback,2010,Hybrid,Automatic,Good,29443.57471,6,2.423435788,9900.472703,33,4198,2
Toyota,Truck,2017,Hybrid,Manual,Excellent,36263.99342,2,2.656930906,11065.35723,27,5670,1
Honda,SUV,2003,Petrol,Manual,Good,6074.107325,2,1.986088723,40286.09479,13,6431,2
Nissan,SUV,2009,Petrol,Manual,Fair,13003.1646,3,2.102802312,30506.57989,20,6449,3
Toyota,Truck,2012,Electric,Manual,Good,26398.20155,3,2.688733884,12197.47169,12,6588,1
Honda,SUV,2004,Petrol,Manual,Good,6502.334683,2,2.332441386,38342.57775,12,6493,2
Honda,SUV,2008,Petrol,Manual,Good,7178.77066,3,2.22777628,37280.82527,22,5056,4
Chevrolet,Hatchback,2020,Hybrid,Manual,Good,21371.58795,6,2.374529781,11057.8416,24,4915,2
Ford,SUV,2005,Hybrid,Manual,Excellent,30301.60657,5,2.230613669,5161.881258,8,6527,1
Ford,Hatchback,2011,Hybrid,Manual,Fair,18857.05614,2,2.046525495,18655.56068,12,5776,2
Toyota,Hatchback,2010,Hybrid,Manual,Good,26611.06082,4,2.857384075,13799.0825,17,4353,2
Ford,Hatchback,2009,Hybrid,Manual,Good,29020.50751,3,2.622407584,9024.245924,19,5228,1
Nissan,SUV,2002,Petrol,Manual,Good,8097.960935,2,1.767189949,39488.89875,7,6366,4
Ford,Hatchback,2011,Electric,Manual,Fair,16511.9003,5,1.886328761,25583.95149,31,6338,2
Toyota,Truck,2014,Hybrid,Automatic,Fair,18569.02539,4,1.61785681,18784.67342,12,5247,1
Ford,Hatchback,2008,Hybrid,Manual,Excellent,23513.28168,3,2.338348786,10711.24064,21,4976,3
Nissan,SUV,2012,Petrol,Automatic,Good,12732.43996,3,2.550361939,26419.50505,14,4535,3
Chevrolet,Saloon,2007,Electric,Automatic,Fair,13474.55218,2,2.504183616,25316.59703,6,6251,2
Toyota,Hatchback,2010,Hybrid,Manual,Fair,20171.02871,3,2.430857329,20397.05892,17,5281,1
Chevrolet,Hatchback,2015,Petrol,Manual,Good,16490.07503,4,2.686351337,22428.76852,16,6136,2
Chevrolet,Hatchback,2015,Electric,Manual,Good,15019.97186,3,2.492073609,27510.76509,7,4179,2
Chevrolet,Coupe,2003,Electric,Manual,Fair,14476.77866,4,1.820021782,24296.54765,32,4594,3
Honda,SUV,2000,Petrol,Manual,Fair,4161.363456,2,2.448574624,46938.7694,27,4523,2
Honda,SUV,2006,Petrol,Manual,Good,5671.801761,3,1.911957325,42318.26342,23,5939,2
Chevrolet,Hatchback,2010,Electric,Manual,Good,23880.52286,3,2.1775296,15162.13655,19,4739,1
Toyota,Truck,2013,Hybrid,Manual,Excellent,28773.91261,6,2.465569826,10276.89245,17,4159,1
Nissan,SUV,2006,Electric,Manual,Fair,11464.44514,3,2.166928007,29496.35917,23,5125,2
Nissan,SUV,2003,Petrol,Manual,Good,8792.760171,3,2.122003477,36505.84861,10,4682,2
Ford,SUV,2004,Electric,Automatic,Fair,20629.85053,4,2.41215223,19128.12389,12,4700,4
Toyota,Truck,2015,Electric,Manual,Good,28607.10844,5,2.593927009,10184.74117,9,5800,1
Honda,SUV,2000,Petrol,Manual,Fair,6283.893763,3,1.858258097,41216.27259,18,5492,3
Chevrolet,Hatchback,2014,Electric,Manual,Good,17833.29533,2,2.288470735,22334.14582,21,4619,2
Ford,SUV,2019,Electric,Automatic,Excellent,30709.14066,5,2.846709078,9918.134755,27,5122,2
Nissan,SUV,2008,Petrol,Manual,Fair,8492.248749,2,1.989981602,37834.03398,33,5205,3
Honda,SUV,2000,Petrol,Manual,Good,5256.604363,3,2.076681284,42589.13102,21,6529,4
Honda,SUV,2006,Petrol,Manual,Good,7051.594296,3,1.372154605,41242.14754,24,4203,3
Chevrolet,Hatchback,2009,Hybrid,Manual,Excellent,20151.06869,5,2.251735447,20562.17602,9,6587,4
Nissan,SUV,2006,Petrol,Manual,Good,8133.902056,3,2.591505477,34747.5991,25,4884,3
Toyota,Truck,2014,Electric,Automatic,Good,26395.16689,3,2.635052698,10295.72528,25,4968,1
Honda,SUV,2006,Petrol,Manual,Good,4406.490934,3,1.274168906,44721.33785,33,6548,2
Chevrolet,Hatchback,2016,Hybrid,Manual,Good,18894.04884,5,2.261096069,16548.25226,6,5301,3
Toyota,Truck,2016,Electric,Manual,Good,23658.59953,5,2.528186055,10355.27371,18,6031,2
Nissan,SUV,2005,Petrol,Manual,Good,9331.158591,3,2.342217839,36160.64104,25,4311,2
Honda,SUV,2004,Petrol,Manual,Fair,5060.068375,3,2.414731941,41401.65205,25,4301,2
Toyota,Saloon,2019,Hybrid,Automatic,Good,31973.84127,6,3.20324749,9671.103916,27,4746,1
Toyota,Hatchback,2010,Electric,Manual,Good,27311.7616,5,2.67129579,11221.69385,14,6477,1
Toyota,Truck,2015,Electric,Manual,Good,30968.18354,6,2.594317491,8614.663982,15,5946,1
Honda,SUV,2000,Petrol,Manual,Fair,6095.136158,3,2.030591234,37166.64504,11,6215,2
Honda,SUV,2007,Petrol,Manual,Good,7389.729589,3,2.09334339,39908.23395,27,5352,3
Ford,SUV,2005,Electric,Manual,Fair,16528.20335,4,1.778574572,18487.89122,12,6119,4
Nissan,SUV,2008,Petrol,Manual,Good,9708.728481,2,1.862458728,35809.42662,28,5429,3
Chevrolet,Coupe,2003,Electric,Manual,Excellent,21585.30098,5,2.366800559,16276.10479,21,4656,4
Toyota,Truck,2016,Petrol,Manual,Good,16094.87812,2,2.379711653,19132.83423,22,6094,4
Ford,Hatchback,2012,Electric,Automatic,Good,24516.99718,3,2.611095977,7606.489199,29,6403,1
Chevrolet,Hatchback,2017,Petrol,Manual,Good,19731.42375,5,2.300729789,19534.4015,6,4137,3
Ford,SUV,2004,Hybrid,Automatic,Good,22462.23665,2,2.125700684,16272.57132,14,6524,1
Honda,SUV,2002,Petrol,Manual,Good,7194.542001,2,1.713776396,41853.38686,16,4235,3
Toyota,Hatchback,2010,Hybrid,Manual,Excellent,31023.34242,4,2.822953357,8983.572856,19,4667,1
Chevrolet,Hatchback,2012,Hybrid,Automatic,Good,16145.54057,6,2.219383779,23265.40237,20,5528,2
Chevrolet,Coupe,2003,Hybrid,Automatic,Good,16839.5685,4,2.396910688,23171.38102,9,4245,2
Chevrolet,Hatchback,2013,Hybrid,Manual,Fair,14515.63334,6,1.871551809,28166.06555,30,6358,3
Chevrolet,Hatchback,2015,Hybrid,Manual,Good,34952.96467,6,3.151785645,9293.062325,13,6260,1
Chevrolet,Hatchback,2010,Electric,Automatic,Good,18607.47597,3,2.573050913,21356.71805,30,4435,1
Ford,Hatchback,2009,Hybrid,Automatic,Good,24009.33699,6,2.160814399,13289.05452,20,5936,1
Toyota,Saloon,2018,Electric,Automatic,Good,26503.3584,4,2.185963056,14753.09426,35,5133,2
Honda,SUV,2006,Petrol,Manual,Good,5342.804995,3,1.958166133,40241.8314,27,6399,3
Honda,SUV,2005,Petrol,Manual,Fair,4771.13536,3,1.452383636,43007.94889,30,6193,4
Honda,SUV,2002,Petrol,Manual,Fair,6644.200746,3,2.657074116,42066.63703,9,4780,3
Honda,SUV,2007,Petrol,Manual,Fair,6001.87058,2,1.704963352,40767.2291,24,5404,3
Ford,Hatchback,2009,Electric,Manual,Good,19875.6071,6,2.632883984,19395.42514,8,5938,1
Nissan,SUV,2004,Petrol,Manual,Fair,8612.461079,2,2.25874936,36545.44943,13,4423,4
Toyota,Truck,2013,Electric,Automatic,Good,30592.71904,6,3.308733958,7686.272517,7,6459,1
Chevrolet,Hatchback,2009,Electric,Automatic,Excellent,20584.34007,6,2.100277308,13817.69365,33,4924,3
Nissan,SUV,2004,Petrol,Manual,Good,10694.41896,3,2.347930094,30463.85432,27,5516,3
Honda,SUV,2002,Petrol,Manual,Fair,6158.729381,3,1.68247093,37099.61596,30,4346,3
Nissan,SUV,2004,Petrol,Manual,Good,8676.944309,3,1.987357593,38116.94706,30,6283,2
Chevrolet,Coupe,2003,Electric,Manual,Good,17029.81031,3,2.274357811,23162.92911,13,5324,3
Chevrolet,Hatchback,2017,Electric,Manual,Good,18811.78121,5,1.987017354,19928.45062,22,4893,2
Toyota,Hatchback,2008,Hybrid,Automatic,Good,21747.28596,2,1.55115728,8961.343149,21,4242,1
Toyota,Truck,2016,Hybrid,Manual,Good,24808.72713,4,2.221665102,12960.9243,21,5594,2
Honda,SUV,2004,Petrol,Manual,Fair,3533.511758,2,1.89116202,45611.51023,21,5273,3
Chevrolet,Hatchback,2014,Electric,Automatic,Fair,16113.7452,5,2.249807158,23425.13504,32,4358,2
Nissan,SUV,2000,Petrol,Manual,Good,7414.617645,3,1.972369999,36006.14,12,5362,4
Ford,SUV,2016,Hybrid,Automatic,Good,24868.93521,4,2.388246311,15220.84504,35,6194,1
Ford,Hatchback,2012,Hybrid,Manual,Excellent,21616.96961,6,2.900579176,16788.04929,20,5236,4
Toyota,Truck,2015,Hybrid,Automatic,Good,40491.77335,6,2.456039293,7324.465635,22,4784,1
Honda,SUV,2002,Petrol,Manual,Good,8330.357099,2,2.122249725,35782.17668,30,4912,4
Ford,SUV,2003,Electric,Manual,Good,19914.44995,3,2.271831584,21462.9098,8,4452,3
Chevrolet,Coupe,2004,Electric,Automatic,Good,18365.73949,2,2.006492969,16721.65475,6,6358,2
Toyota,Truck,2013,Hybrid,Manual,Good,43096.94317,6,2.882093345,3310.093469,13,5289,1
Nissan,SUV,2008,Petrol,Manual,Fair,8275.276893,2,2.369842269,37587.61778,12,5497,3
Toyota,Saloon,2022,Hybrid,Manual,Excellent,31517.4017,6,2.785329047,9289.920102,23,5442,2
Nissan,SUV,2012,Petrol,Automatic,Good,12169.49324,3,2.396144041,30377.36856,16,4958,3
Toyota,Hatchback,2010,Hybrid,Manual,Excellent,31997.39339,2,2.584937735,6963.123664,28,4314,1
Toyota,Truck,2012,Electric,Manual,Good,21230.79294,6,2.321074071,13428.17846,10,4439,2
Toyota,Saloon,2021,Hybrid,Manual,Excellent,22485.84611,6,2.080996038,14825.5495,20,5180,3
Nissan,SUV,2007,Petrol,Manual,Good,6659.717624,3,2.337912066,35565.08223,12,5373,2
Nissan,SUV,2004,Petrol,Manual,Good,9427.447072,2,1.979425956,32774.63944,15,6104,2
Toyota,Saloon,2018,Electric,Automatic,Good,25449.24731,2,2.485284561,10599.30795,21,4278,1
Ford,Hatchback,2009,Hybrid,Automatic,Good,27117.79206,6,2.346341551,14223.96889,33,4382,2
Honda,SUV,2000,Petrol,Manual,Good,7963.33699,3,2.699422608,34958.53545,28,4160,2
Honda,SUV,2001,Petrol,Manual,Good,4941.189159,2,2.29381289,42738.12136,7,5645,3
Honda,SUV,2004,Petrol,Manual,Good,6338.457039,2,2.063787636,40027.3185,23,4586,4
Nissan,SUV,2008,Petrol,Manual,Fair,9361.140363,3,2.064660005,37659.44635,20,5290,2
Nissan,SUV,2002,Petrol,Manual,Good,9472.926148,2,2.070474782,33778.25545,28,6315,4
Ford,SUV,2020,Hybrid,Manual,Excellent,30257.12548,4,2.883015504,10603.24624,24,4335,2
Honda,SUV,2002,Petrol,Manual,Good,6295.714207,3,1.918602307,37409.79582,25,4862,2
Honda,SUV,2007,Petrol,Manual,Fair,6749.751146,3,2.32877031,38434.04812,19,4393,3
Toyota,Saloon,2020,Electric,Automatic,Good,28369.96064,6,2.335556401,9905.022173,28,4759,2
Nissan,SUV,2011,Petrol,Manual,Good,10027.11786,2,2.377953601,36872.46214,16,5821,3
Honda,SUV,2006,Petrol,Manual,Fair,5432.917123,3,1.990305553,41297.2163,7,4521,3
Ford,SUV,2006,Electric,Automatic,Excellent,31486.76499,2,2.121653632,8709.503823,34,5063,1
Ford,SUV,2003,Hybrid,Automatic,Good,23863.9699,4,3.128196736,12049.9391,23,6571,2
Honda,SUV,2008,Petrol,Manual,Fair,6731.127448,2,1.79665148,38132.2168,14,6189,2
Nissan,SUV,2008,Petrol,Manual,Good,10080.71371,2,2.097301058,30596.47672,32,6406,4
Ford,Hatchback,2009,Petrol,Manual,Fair,15553.60433,4,2.093148817,24889.07727,6,6092,3
Toyota,Truck,2012,Hybrid,Manual,Excellent,20789.20147,6,1.905631007,17961.64327,21,6307,1
Ford,SUV,2014,Hybrid,Automatic,Good,24455.89642,2,2.318387947,13194.71803,17,5832,2
Chevrolet,Hatchback,2010,Electric,Automatic,Good,15451.32945,3,1.888841632,19375.03337,17,6527,3
Chevrolet,Hatchback,2010,Hybrid,Automatic,Good,19209.08774,4,2.718220775,18706.06048,24,4240,2
Nissan,SUV,2003,Petrol,Manual,Good,8334.752476,3,1.618640812,36312.31773,15,6575,2
Honda,SUV,2008,Petrol,Manual,Good,6216.903691,3,2.00162603,39590.58994,25,4439,3
Nissan,SUV,2002,Petrol,Manual,Good,7138.774184,2,2.118733417,41785.8965,10,5293,2
Nissan,SUV,2009,Petrol,Manual,Good,10953.86466,3,1.726141579,31875.36651,8,6593,3
Nissan,SUV,2006,Petrol,Manual,Good,10376.4825,2,2.132669007,33688.40503,14,4267,2
Nissan,SUV,2007,Electric,Manual,Good,10446.50039,3,1.7011092,29439.99295,26,4107,3
Toyota,Saloon,2021,Electric,Automatic,Good,25546.63151,3,2.202021057,14247.60259,28,6296,2
Toyota,Saloon,2018,Electric,Manual,Good,22514.43931,3,2.139848923,18097.55339,20,5448,3
Ford,SUV,2018,Hybrid,Manual,Excellent,30311.8225,2,2.962553463,9871.300695,19,4122,1
Chevrolet,Saloon,2006,Hybrid,Automatic,Good,22999.47531,2,2.659474113,17488.85086,16,4248,3
Nissan,SUV,2011,Petrol,Manual,Good,9592.850517,3,1.555009068,33966.13039,18,4202,4
Ford,Hatchback,2007,Hybrid,Automatic,Good,21714.59209,4,2.379682357,10304.72014,12,4200,4
Chevrolet,Coupe,2004,Petrol,Manual,Good,12814.64088,3,2.269646323,29316.97224,32,5788,3
Honda,SUV,2002,Petrol,Manual,Fair,6425.159693,3,2.199825869,41542.33242,30,6471,3
Toyota,Saloon,2004,Electric,Manual,Good,22657.5576,4,2.786971525,12926.16276,7,4586,1
Chevrolet,Coupe,2003,Electric,Automatic,Fair,16561.12715,2,2.733891025,22694.16295,8,4781,2
Honda,SUV,2002,Petrol,Manual,Good,7164.012351,3,2.084192103,41748.35633,25,5541,2
Chevrolet,Hatchback,2018,Hybrid,Automatic,Good,15112.94301,3,3.029352648,20077.80719,13,4201,3
Toyota,Saloon,2020,Electric,Manual,Good,35594.21211,2,2.415088705,3141.180664,6,5663,1
Toyota,Hatchback,2010,Hybrid,Automatic,Good,20914.73603,4,2.378957636,18952.88465,30,5862,1
Ford,Hatchback,2010,Hybrid,Automatic,Good,15812.19537,2,2.306575378,22213.42404,26,4723,2
Nissan,SUV,2002,Petrol,Manual,Good,8712.891901,3,1.661195888,37035.83723,9,5409,2
Chevrolet,Hatchback,2012,Petrol,Automatic,Good,19070.36143,3,2.408950224,21073.1038,18,5062,4
Chevrolet,Hatchback,2014,Hybrid,Automatic,Good,18409.84931,3,1.8821994,19828.09012,29,4192,2
Honda,SUV,2007,Petrol,Manual,Fair,6383.002308,3,2.50252512,44461.34943,19,6182,2
Toyota,Saloon,2021,Hybrid,Manual,Good,24614.6866,3,1.83786274,11519.55737,14,4353,1
Chevrolet,Hatchback,2011,Hybrid,Automatic,Good,16496.65145,2,1.73481341,21754.54138,8,6084,2
Toyota,Truck,2015,Hybrid,Manual,Good,35802.26439,6,2.692466271,3960.247794,19,4514,1
Chevrolet,Hatchback,2010,Hybrid,Manual,Good,18388.40926,2,1.815230291,19669.63136,9,5346,3
Ford,SUV,2006,Hybrid,Automatic,Excellent,28227.04246,6,1.914994921,10296.22882,22,5617,1
Nissan,SUV,2004,Petrol,Manual,Good,9721.234745,2,2.137449603,34372.23756,20,5415,2
Chevrolet,Hatchback,2016,Petrol,Automatic,Good,15717.61427,2,1.749100439,21187.51649,17,4843,3
Toyota,Saloon,2019,Electric,Manual,Good,26729.79596,3,2.442118182,10919.29935,19,6124,1
Ford,SUV,2015,Hybrid,Automatic,Excellent,29855.26832,2,2.366666596,8652.585405,24,4535,2
Chevrolet,Hatchback,2013,Petrol,Manual,Good,17387.92878,5,2.643171098,19145.22411,15,4383,2
Honda,SUV,2007,Petrol,Manual,Fair,4963.394601,2,1.986118584,46584.10023,10,6019,2
Nissan,SUV,2005,Petrol,Manual,Fair,10029.72297,2,2.124697339,33199.62938,14,4383,3
Chevrolet,Hatchback,2016,Hybrid,Automatic,Fair,19768.81021,5,2.190921822,13970.14861,29,5495,3
Ford,SUV,2018,Electric,Automatic,Good,27468.88279,3,2.58059468,11490.18043,35,5344,1
Honda,SUV,2008,Petrol,Manual,Good,6897.225891,3,2.007126875,35107.65432,22,4224,3
Ford,SUV,2015,Electric,Manual,Good,24664.36216,2,2.012897142,16095.20987,22,6593,1
Ford,Hatchback,2011,Hybrid,Automatic,Excellent,20664.95861,2,1.935976749,18517.97088,8,4581,2
Honda,SUV,2007,Petrol,Manual,Fair,5216.727848,3,1.638635145,47168.39961,21,6270,4
Ford,SUV,2019,Hybrid,Automatic,Good,22647.50192,4,2.161155075,12914.67267,30,4230,3
Honda,SUV,2005,Petrol,Manual,Fair,6815.25546,3,1.836801349,41947.34435,14,5149,3
Chevrolet,Hatchback,2012,Electric,Manual,Fair,16048.34337,4,2.034551027,20122.40834,22,4755,2
Honda,SUV,2003,Petrol,Manual,Good,5709.371701,3,1.968427376,39833.34532,25,4706,3
Honda,SUV,2005,Petrol,Manual,Good,5314.608214,2,1.899731364,42449.62512,17,6415,2
Nissan,SUV,2010,Petrol,Manual,Good,12041.19232,2,2.198277832,30509.46561,29,5251,3
Honda,SUV,2000,Petrol,Manual,Good,5977.900449,2,1.83884299,41729.28137,7,5991,2
Honda,SUV,2004,Petrol,Manual,Good,6871.637446,3,1.87487663,39916.41821,25,5669,3
Chevrolet,Hatchback,2014,Hybrid,Manual,Good,22740.88652,2,2.555736097,16344.70814,21,5615,2
Nissan,SUV,2006,Petrol,Manual,Good,8272.49107,3,2.427404599,35296.85784,28,5218,3
Toyota,Saloon,2018,Hybrid,Manual,Good,45794.89186,6,2.90733188,2805.66734,28,4883,1
Chevrolet,Hatchback,2017,Hybrid,Manual,Fair,17720.56269,4,2.047670057,22304.2001,26,5696,3
Chevrolet,Hatchback,2016,Hybrid,Automatic,Good,22217.02939,4,2.914837439,17181.00518,28,6026,2
Toyota,Saloon,2018,Hybrid,Manual,Good,22038.41023,6,2.252894835,16647.26323,11,5351,2
Honda,SUV,2007,Petrol,Manual,Fair,6414.28213,2,2.093414683,36244.85634,7,5973,2
Ford,SUV,2013,Electric,Automatic,Excellent,26537.56792,4,2.711141973,11422.89834,14,5001,2
Nissan,SUV,2006,Petrol,Manual,Good,8673.183452,2,1.845558711,36128.82761,10,5977,2
Ford,SUV,2018,Hybrid,Automatic,Excellent,23169.42198,5,1.790155158,12538.55437,23,6534,2
Toyota,Truck,2014,Electric,Manual,Excellent,25296.52648,4,2.423182124,13951.32857,27,5892,2
Chevrolet,Hatchback,2014,Electric,Manual,Good,21281.43096,6,2.325524182,16569.10281,31,5896,3
Chevrolet,Coupe,2003,Electric,Automatic,Good,24653.92243,2,2.234569026,12478.76352,26,4689,2
Nissan,SUV,2006,Petrol,Automatic,Good,12065.35327,2,1.911935657,25294.04727,23,5917,3
Chevrolet,Hatchback,2012,Hybrid,Automatic,Good,22314.37702,5,2.288326806,15416.55092,34,5361,2
Chevrolet,Coupe,2002,Petrol,Manual,Fair,5441.557488,2,1.610745813,39856.31764,15,4356,2
Nissan,SUV,2002,Petrol,Manual,Fair,9899.030282,3,2.118232515,31156.08087,15,5296,2
Nissan,SUV,2008,Petrol,Manual,Good,9795.938497,3,2.229903574,32124.47388,28,6076,4
Toyota,Saloon,2019,Electric,Manual,Excellent,30003.51585,4,2.606595612,9199.8055,15,4201,1
